日期(月/日/年),比特币价值,是否可以买卖黄金,黄金价值
12/22/18,3910.973333,1
12/23/18,4027.478333,1
12/24/18,3995.17,1
12/25/18,3813.88,1
12/26/18,3825.379167,1
12/27/18,3848.21,0,1268.0
12/28/18,3743.905,0,1279.0
12/29/18,3912.285833,1
12/30/18,3770.36,1
12/31/18,3791.545833,1
1/1/19,3752.271667,1
1/2/19,3855.88,0,1282.9
1/3/19,3865.7975,0,1290.45
1/4/19,3822.626667,0,1279.9
1/5/19,3856.62,1
1/6/19,3920.456667,1
1/7/19,4036.093333,0,1292.2
1/8/19,4032.25,0,1286.45
1/9/19,4034.138333,0,1288.6
1/10/19,3812.585833,0,1291.9
1/11/19,3646.25,0,1288.95
1/12/19,3646.345833,1
1/13/19,3599.841667,1
1/14/19,3531.96,0,1292.75
1/15/19,3656.785,0,1294.4
1/16/19,3621.270833,0,1292.3
1/17/19,3621.43,0,1290.7
1/18/19,3632.395,0,1284.2
1/19/19,3690.523333,1
1/20/19,3703.98,1
1/21/19,3548.4275,0,1279.55
1/22/19,3540.02,0,1282.1
1/23/19,3587.35,0,1279.8
1/24/19,3566.4,0,1283.7
1/25/19,3586.25,0,1293.9
1/26/19,3577.79,1
1/27/19,3576.3,1
1/28/19,3554.5,0,1302.15
1/29/19,3448.58,0,1307.55
1/30/19,3421.6,0,1310.7
1/31/19,3470.0,0,1323.25
2/1/19,3444.81,0,1318.7
2/2/19,3475.33,1
2/3/19,3506.22,1
2/4/19,3456.02,0,1312.15
2/5/19,3452.35,0,1314.2
2/6/19,3467.34,0,1312.4
2/7/19,3405.7,0,1310.0
2/8/19,3394.76,0,1314.85
2/9/19,3661.08,1
2/10/19,3664.38,1
2/11/19,3686.29,0,1306.4
2/12/19,3629.47,0,1310.0
2/13/19,3632.42,0,1312.8
2/14/19,3614.5,0,1311.45
2/15/19,3600.31,0,1316.55
2/16/19,3608.2,1
2/17/19,3619.55,1
2/18/19,3670.74,0,1325.5
2/19/19,3910.8,0,1334.15
2/20/19,3926.53,0,1343.75
2/21/19,3987.18,0,1331.25
2/22/19,3944.88,0,1329.05
2/23/19,3983.48,1
2/24/19,4139.6,1
2/25/19,3766.89,0,1331.05
2/26/19,3848.33,0,1325.05
2/27/19,3831.45,0,1322.85
2/28/19,3833.23,0,1319.15
3/1/19,3850.08,0,1311.95
3/2/19,3834.62,1
3/3/19,3831.44,1
3/4/19,3814.58,0,1285.4
3/5/19,3730.98,0,1283.8
3/6/19,3872.25,0,1285.85
3/7/19,3876.85,0,1285.3
3/8/19,3886.82,0,1296.75
3/9/19,3875.96,1
3/10/19,3950.56,1
3/11/19,3928.17,0,1292.75
3/12/19,3881.09,0,1297.05
3/13/19,3892.51,0,1306.95
3/14/19,3877.77,0,1295.55
3/15/19,3885.21,0,1303.5
3/16/19,3936.5,1
3/17/19,4015.95,1
3/18/19,3994.92,0,1305.6
3/19/19,3998.77,0,1307.7
3/20/19,4029.11,0,1303.7
3/21/19,4056.4,0,1309.6
3/22/19,3992.34,0,1311.3
3/23/19,3999.06,1
3/24/19,4011.92,1
3/25/19,3994.11,0,1319.55
3/26/19,3935.89,0,1316.3
3/27/19,3947.74,0,1309.7
3/28/19,4048.51,0,1295.15
3/29/19,4037.37,0,1295.4
3/30/19,4115.55,1
3/31/19,4114.44,1
4/1/19,4114.16,0,1293.5
4/2/19,4152.53,0,1290.3
4/3/19,4882.88,0,1290.45
4/4/19,4959.81,0,1283.15
4/5/19,4911.24,0,1288.45
4/6/19,5028.77,1
4/7/19,5053.52,1
4/8/19,5189.39,0,1300.0
4/9/19,5268.71,0,1303.0
4/10/19,5175.81,0,1305.45
4/11/19,5310.18,0,1298.8
4/12/19,5035.02,0,1294.3
4/13/19,5072.85,1
4/14/19,5064.62,1
4/15/19,5152.51,0,1285.65
4/16/19,5036.18,0,1276.35
4/17/19,5196.65,0,1275.85
4/18/19,5220.37,0,1275.7
4/19/19,5276.31,1
4/20/19,5277.04,1
4/21/19,5309.28,1
4/22/19,5281.83,1
4/23/19,5377.19,0,1269.5
4/24/19,5518.16,0,1271.65
4/25/19,5434.19,0,1280.8
4/26/19,5195.61,0,1284.2
4/27/19,5292.83,1
4/28/19,5280.19,1
4/29/19,5301.29,0,1279.5
4/30/19,5260.65,0,1282.3
5/1/19,5269.79,0,1283.8
5/2/19,5326.67,0,1270.95
5/3/19,5390.16,0,1278.55
5/4/19,5657.14,1
5/5/19,5771.08,1
5/6/19,5717.66,1
5/7/19,5684.47,0,1281.2
5/8/19,5755.72,0,1285.2
5/9/19,5936.72,0,1286.1
5/10/19,6146.91,0,1287.1
5/11/19,6348.02,1
5/12/19,7248.31,1
5/13/19,6978.63,0,1295.6
5/14/19,7823.11,0,1298.4
5/15/19,7992.69,0,1299.1
5/16/19,8206.9,0,1291.7
5/17/19,7885.96,0,1280.8
5/18/19,7362.22,1
5/19/19,7265.05,1
5/20/19,8193.7,0,1276.85
5/21/19,8007.03,0,1271.15
5/22/19,7952.5,0,1273.8
5/23/19,7625.93,0,1283.65
5/24/19,7880.29,0,1282.5
5/25/19,8003.26,1
5/26/19,8071.45,1
5/27/19,8744.42,1
5/28/19,8770.06,0,1278.3
5/29/19,8719.88,0,1281.65
5/30/19,8662.98,0,1280.95
5/31/19,8272.46,0,1295.55
6/1/19,8553.81,1
6/2/19,8554.8,1
6/3/19,8739.03,0,1317.1
6/4/19,8134.92,0,1324.25
6/5/19,7675.8,0,1335.05
6/6/19,7786.04,0,1335.5
6/7/19,7803.23,0,1340.65
6/8/19,7998.29,1
6/9/19,7931.34,1
6/10/19,7640.61,0,1328.6
6/11/19,8020.38,0,1324.3
6/12/19,7917.58,0,1332.35
6/13/19,8173.06,0,1335.9
6/14/19,8237.88,0,1351.25
6/15/19,8693.6,1
6/16/19,8859.47,1
6/17/19,8978.99,0,1341.3
6/18/19,9327.48,0,1341.35
6/19/19,9076.18,0,1344.05
6/20/19,9281.7,0,1379.5
6/21/19,9531.35,0,1397.15
6/22/19,10209.38,1
6/23/19,10668.63,1
6/24/19,10814.48,0,1405.7
6/25/19,11017.5,0,1431.4
6/26/19,11766.4,0,1403.95
6/27/19,12932.55,0,1402.5
6/28/19,11132.85,0,1409.0
6/29/19,12374.35,1
6/30/19,11890.38,1
7/1/19,10737.73,0,1390.1
7/2/19,10578.72,0,1391.05
7/3/19,10805.4,0,1413.5
7/4/19,11984.76,0,1414.9
7/5/19,11160.49,0,1388.65
7/6/19,10955.16,1
7/7/19,11232.04,1
7/8/19,11477.01,0,1400.1
7/9/19,12313.08,0,1391.55
7/10/19,12586.78,0,1408.3
7/11/19,12099.9,0,1413.75
7/12/19,11352.87,0,1407.6
7/13/19,11803.97,1
7/14/19,11389.1,1
7/15/19,10186.96,0,1412.4
7/16/19,10873.5,0,1409.85
7/17/19,9397.72,0,1410.35
7/18/19,9674.28,0,1417.45
7/19/19,10638.56,0,1439.7
7/20/19,10535.75,1
7/21/19,10764.9,1
7/22/19,10587.41,0,1427.75
7/23/19,10323.62,0,1425.55
7/24/19,9844.3,0,1426.95
7/25/19,9772.17,0,1416.1
7/26/19,9875.17,0,1420.4
7/27/19,9848.65,1
7/28/19,9473.99,1
7/29/19,9530.0,0,1419.05
7/30/19,9501.33,0,1425.9
7/31/19,9589.13,0,1427.55
8/1/19,10084.7,0,1406.8
8/2/19,10407.17,0,1441.75
8/3/19,10529.55,1
8/4/19,10814.57,1
8/5/19,10980.23,0,1465.25
8/6/19,11787.99,0,1465.25
8/7/19,11465.67,0,1506.05
8/8/19,11960.82,0,1495.75
8/9/19,11996.41,0,1497.7
8/10/19,11856.64,1
8/11/19,11282.22,1
8/12/19,11566.84,0,1504.7
8/13/19,11386.26,0,1498.4
8/14/19,10858.12,0,1513.25
8/15/19,10016.96,0,1515.65
8/16/19,10302.17,0,1515.25
8/17/19,10359.44,1
8/18/19,10214.52,1
8/19/19,10317.6,0,1496.6
8/20/19,10917.26,0,1504.55
8/21/19,10760.56,0,1503.25
8/22/19,10129.4,0,1502.05
8/23/19,10111.98,0,1503.8
8/24/19,10405.81,1
8/25/19,10143.8,1
8/26/19,10135.06,1
8/27/19,10360.28,0,1532.95
8/28/19,10171.95,0,1537.15
8/29/19,9717.82,0,1540.2
8/30/19,9484.55,0,1528.4
8/31/19,9577.99,1
9/1/19,9600.9,1
9/2/19,9769.79,0,1525.95
9/3/19,10386.64,0,1537.85
9/4/19,10621.29,0,1546.1
9/5/19,10584.16,0,1529.1
9/6/19,10577.8,0,1523.7
9/7/19,10317.47,1
9/8/19,10487.21,1
9/9/19,10406.31,0,1509.2
9/10/19,10313.66,0,1498.25
9/11/19,10101.03,0,1490.65
9/12/19,10159.32,0,1515.2
9/13/19,10420.16,0,1503.1
9/14/19,10363.9,1
9/15/19,10361.33,1
9/16/19,10310.43,0,1497.2
9/17/19,10265.63,0,1502.1
9/18/19,10190.36,0,1503.5
9/19/19,10157.59,0,1500.7
9/20/19,10275.88,0,1501.9
9/21/19,10173.11,1
9/22/19,9979.49,1
9/23/19,10033.05,0,1522.1
9/24/19,9683.38,0,1520.65
9/25/19,8553.61,0,1528.75
9/26/19,8432.23,0,1506.4
9/27/19,8055.64,0,1489.9
9/28/19,8193.9,1
9/29/19,8225.0,1
9/30/19,8056.74,0,1485.3
10/1/19,8307.74,0,1473.45
10/2/19,8322.92,0,1492.6
10/3/19,8382.03,0,1517.1
10/4/19,8236.17,0,1499.15
10/5/19,8155.48,1
10/6/19,8147.69,1
10/7/19,7869.74,0,1501.25
10/8/19,8212.02,0,1505.85
10/9/19,8190.0,0,1507.25
10/10/19,8587.92,0,1494.8
10/11/19,8586.9,0,1479.15
10/12/19,8269.73,1
10/13/19,8308.01,1
10/14/19,8283.76,0,1490.6
10/15/19,8353.54,0,1487.8
10/16/19,8162.16,0,1485.1
10/17/19,8002.51,0,1492.65
10/18/19,8076.78,0,1490.0
10/19/19,7954.15,1
10/20/19,7960.04,1
10/21/19,8231.06,0,1491.65
10/22/19,8222.52,0,1485.35
10/23/19,8026.76,0,1494.45
10/24/19,7469.56,0,1496.55
10/25/19,7431.88,0,1513.45
10/26/19,8666.79,1
10/27/19,9259.8,1
10/28/19,9551.54,0,1492.4
10/29/19,9218.76,0,1486.75
10/30/19,9433.35,0,1492.1
10/31/19,9164.62,0,1510.95
11/1/19,9147.98,0,1508.8
11/2/19,9252.99,1
11/3/19,9301.18,1
11/4/19,9206.16,0,1509.45
11/5/19,9418.05,0,1488.95
11/6/19,9310.19,0,1486.05
11/7/19,9343.34,0,1484.25
11/8/19,9204.24,0,1464.15
11/9/19,8766.04,1
11/10/19,8809.41,1
11/11/19,9037.12,0,1458.7
11/12/19,8717.81,0,1452.05
11/13/19,8801.52,0,1462.9
11/14/19,8762.42,0,1466.65
11/15/19,8632.32,0,1466.9
11/16/19,8457.69,1
11/17/19,8482.7,1
11/18/19,8503.93,0,1467.65
11/19/19,8175.99,0,1468.45
11/20/19,8120.8,0,1471.7
11/21/19,8081.81,0,1467.05
11/22/19,7617.07,0,1464.45
11/23/19,7286.35,1
11/24/19,7324.03,1
11/25/19,6907.4,0,1458.4
11/26/19,7130.25,0,1454.65
11/27/19,7163.63,0,1454.35
11/28/19,7523.83,0,1454.65
11/29/19,7431.0,0,1460.15
11/30/19,7757.47,1
12/1/19,7557.72,1
12/2/19,7402.69,0,1461.15
12/3/19,7309.59,0,1477.3
12/4/19,7296.77,0,1475.1
12/5/19,7192.85,0,1475.95
12/6/19,7395.97,0,1459.65
12/7/19,7547.19,1
12/8/19,7504.83,1
12/9/19,7522.39,0,1461.7
12/10/19,7337.42,0,1464.95
12/11/19,7220.76,0,1466.8
12/12/19,7202.31,0,1467.8
12/13/19,7189.16,0,1466.6
12/14/19,7251.87,1
12/15/19,7067.74,1
12/16/19,7111.14,0,1477.9
12/17/19,6879.54,0,1475.8
12/18/19,6612.12,0,1474.05
12/19/19,7284.29,0,1476.7
12/20/19,7150.86,0,1479.0
12/21/19,7190.17,1
12/22/19,7143.2,1
12/23/19,7514.41,0,1482.1
12/24/19,7322.08,1
12/25/19,7250.69,1
12/26/19,7192.72,1
12/27/19,7194.4,0,1511.5
12/28/19,7243.93,1
12/29/19,7301.07,1
12/30/19,7385.36,0,1514.75
12/31/19,7219.6,1
1/1/20,7168.31,1
1/2/20,7175.68,0,1527.1
1/3/20,6944.33,0,1548.75
1/4/20,7326.35,1
1/5/20,7347.89,1
1/6/20,7351.57,0,1573.1
1/7/20,7759.24,0,1567.85
1/8/20,8165.47,0,1571.95
1/9/20,8042.65,0,1550.75
1/10/20,7817.92,0,1553.6
1/11/20,8184.66,1
1/12/20,8021.49,1
1/13/20,8173.97,0,1549.9
1/14/20,8105.24,0,1545.1
1/15/20,8842.42,0,1549.0
1/16/20,8813.89,0,1554.55
1/17/20,8722.03,0,1557.6
1/18/20,8900.34,1
1/19/20,8910.85,1
1/20/20,8703.36,0,1560.15
1/21/20,8626.47,0,1551.3
1/22/20,8722.26,0,1556.9
1/23/20,8658.94,0,1562.9
1/24/20,8388.11,0,1564.3
1/25/20,8428.17,1
1/26/20,8327.36,1
1/27/20,8588.42,0,1580.1
1/28/20,8895.78,0,1574.0
1/29/20,9385.69,0,1573.45
1/30/20,9279.81,0,1578.25
1/31/20,9502.37,0,1584.2
2/1/20,9333.77,1
2/2/20,9378.09,1
2/3/20,9314.56,0,1574.75
2/4/20,9162.14,0,1558.35
2/5/20,9162.14,0,1553.3
2/6/20,9614.9,0,1563.3
2/7/20,9755.66,0,1572.65
2/8/20,9807.54,1
2/9/20,9907.12,1
2/10/20,10162.41,0,1573.2
2/11/20,9854.79,0,1570.5
2/12/20,10275.38,0,1563.7
2/13/20,10354.3,0,1575.05
2/14/20,10242.43,0,1581.4
2/15/20,10368.53,1
2/16/20,9904.17,1
2/17/20,9937.67,0,1580.8
2/18/20,9703.93,0,1589.85
2/19/20,10180.65,0,1604.2
2/20/20,9604.72,0,1619.0
2/21/20,9606.86,0,1643.3
2/22/20,9696.58,1
2/23/20,9669.63,1
2/24/20,9989.39,0,1671.65
2/25/20,9663.75,0,1650.3
2/26/20,9309.15,0,1634.9
2/27/20,8785.52,0,1652.0
2/28/20,8804.72,0,1609.85
2/29/20,8712.35,1
3/1/20,8534.17,1
3/2/20,8912.82,0,1599.65
3/3/20,8912.82,0,1615.5
3/4/20,8754.34,0,1641.85
3/5/20,8758.9,0,1659.6
3/6/20,9067.39,0,1683.65
3/7/20,9155.89,1
3/8/20,8898.63,1
3/9/20,8039.38,0,1672.5
3/10/20,7931.94,0,1655.7
3/11/20,7885.46,0,1653.75
3/12/20,7936.65,0,1570.7
3/13/20,4830.21,0,1562.8
3/14/20,5609.03,1
3/15/20,5166.26,1
3/16/20,5348.44,0,1487.7
3/17/20,5026.35,0,1536.2
3/18/20,5357.61,0,1498.2
3/19/20,5410.23,0,1474.25
3/20/20,6195.2,0,1494.4
3/21/20,6226.44,1
3/22/20,6189.85,1
3/23/20,5822.62,0,1525.4
3/24/20,6502.16,0,1605.75
3/25/20,6768.49,0,1605.45
3/26/20,6698.46,0,1634.8
3/27/20,6763.75,0,1617.3
3/28/20,6369.09,1
3/29/20,6260.95,1
3/30/20,5885.41,0,1618.3
3/31/20,6405.29,0,1608.95
4/1/20,6428.28,0,1576.55
4/2/20,6652.87,0,1616.8
4/3/20,6809.11,0,1613.1
4/4/20,6741.67,1
4/5/20,6871.69,1
4/6/20,6777.44,0,1648.3
4/7/20,7343.2,0,1649.25
4/8/20,7205.55,0,1647.8
4/9/20,7365.03,0,1680.65
4/10/20,7293.69,1
4/11/20,6873.24,1
4/12/20,6891.6,1
4/13/20,6915.37,1
4/14/20,6857.66,0,1741.9
4/15/20,6871.95,0,1718.65
4/16/20,6623.8,0,1729.5
4/17/20,7112.27,0,1692.55
4/18/20,7034.89,1
4/19/20,7259.36,1
4/20/20,7130.04,0,1686.2
4/21/20,6840.24,0,1682.05
4/22/20,6852.52,0,1710.55
4/23/20,7130.99,0,1736.25
4/24/20,7477.6,0,1715.9
4/25/20,7507.08,1
4/26/20,7549.52,1
4/27/20,7699.27,0,1714.95
4/28/20,7790.66,0,1691.55
4/29/20,7765.33,0,1703.35
4/30/20,8777.63,0,1702.75
5/1/20,8628.77,0,1686.25
5/2/20,8824.66,1
5/3/20,8973.82,1
5/4/20,8903.95,0,1709.1
5/5/20,8885.93,0,1699.55
5/6/20,9030.96,0,1691.5
5/7/20,9170.79,0,1704.05
5/8/20,10002.48,1
5/9/20,9821.8,1
5/10/20,9527.39,1
5/11/20,8754.46,0,1702.75
5/12/20,8617.25,0,1702.4
5/13/20,8814.53,0,1708.4
5/14/20,9305.93,0,1731.6
5/15/20,9790.31,0,1735.35
5/16/20,9303.59,1
5/17/20,9385.7,1
5/18/20,9669.4,0,1734.7
5/19/20,9719.37,0,1737.95
5/20/20,9785.74,0,1748.3
5/21/20,9510.67,0,1724.9
5/22/20,9057.57,0,1733.55
5/23/20,9167.26,1
5/24/20,9178.32,1
5/25/20,8730.73,1
5/26/20,8899.66,0,1720.25
5/27/20,8842.85,0,1694.6
5/28/20,9197.54,0,1717.35
5/29/20,9569.21,0,1728.7
5/30/20,9425.98,1
5/31/20,9698.1,1
6/1/20,9450.84,0,1730.6
6/2/20,10204.23,0,1742.15
6/3/20,9525.57,0,1705.35
6/4/20,9658.04,0,1700.05
6/5/20,9794.56,0,1683.45
6/6/20,9623.75,1
6/7/20,9670.43,1
6/8/20,9753.85,0,1690.35
6/9/20,9782.59,0,1713.5
6/10/20,9775.15,0,1722.05
6/11/20,9892.13,0,1738.25
6/12/20,9286.42,0,1733.5
6/13/20,9459.97,1
6/14/20,9473.5,1
6/15/20,9330.07,0,1710.45
6/16/20,9426.7,0,1719.85
6/17/20,9526.0,0,1724.35
6/18/20,9454.81,0,1719.5
6/19/20,9380.03,0,1734.75
6/20/20,9300.15,1
6/21/20,9357.43,1
6/22/20,9284.78,0,1761.85
6/23/20,9691.9,0,1768.9
6/24/20,9621.49,0,1766.05
6/25/20,9276.58,0,1756.55
6/26/20,9240.85,0,1747.6
6/27/20,9154.45,1
6/28/20,9004.23,1
6/29/20,9127.47,0,1771.6
6/30/20,9185.35,0,1768.1
7/1/20,9133.97,0,1771.05
7/2/20,9236.38,0,1777.45
7/3/20,9087.98,0,1772.9
7/4/20,9072.42,1
7/5/20,9131.31,1
7/6/20,9089.09,0,1787.9
7/7/20,9348.91,0,1789.55
7/8/20,9256.23,0,1811.1
7/9/20,9440.07,0,1812.1
7/10/20,9238.04,0,1803.1
7/11/20,9287.4,1
7/12/20,9235.96,1
7/13/20,9295.9,0,1807.5
7/14/20,9238.13,0,1801.9
7/15/20,9254.52,0,1804.6
7/16/20,9193.51,0,1807.7
7/17/20,9131.0,0,1807.35
7/18/20,9154.19,1
7/19/20,9174.71,1
7/20/20,9214.66,0,1815.65
7/21/20,9163.87,0,1842.55
7/22/20,9392.66,0,1852.4
7/23/20,9537.4,0,1878.3
7/24/20,9613.11,0,1902.1
7/25/20,9551.28,1
7/26/20,9707.5,1
7/27/20,9938.83,0,1936.65
7/28/20,11042.4,0,1940.9
7/29/20,10934.94,0,1950.9
7/30/20,11102.67,0,1957.65
7/31/20,11114.93,0,1964.9
8/1/20,11343.88,1
8/2/20,11823.69,1
8/3/20,11077.77,0,1958.55
8/4/20,11242.57,0,1977.9
8/5/20,11194.25,0,2048.15
8/6/20,11750.28,0,2067.15
8/7/20,11772.94,0,2031.15
8/8/20,11605.6,1
8/9/20,11767.6,1
8/10/20,11684.06,0,2044.5
8/11/20,11893.03,0,1939.65
8/12/20,11392.43,0,1931.9
8/13/20,11573.11,0,1944.25
8/14/20,11777.43,0,1944.75
8/15/20,11774.38,1
8/16/20,11873.98,1
8/17/20,11914.01,0,1972.85
8/18/20,12293.72,0,2008.75
8/19/20,11969.53,0,1981.0
8/20/20,11734.0,0,1927.15
8/21/20,11865.82,0,1924.35
8/22/20,11522.8,1
8/23/20,11683.44,1
8/24/20,11653.02,0,1943.95
8/25/20,11763.93,0,1911.15
8/26/20,11337.4,0,1932.95
8/27/20,11467.37,0,1923.85
8/28/20,11302.01,0,1957.35
8/29/20,11534.75,1
8/30/20,11481.64,1
8/31/20,11707.78,1
9/1/20,11659.57,0,1972.35
9/2/20,11923.25,0,1947.05
9/3/20,11397.44,0,1940.45
9/4/20,10187.51,0,1926.3
9/5/20,10467.89,1
9/6/20,10159.62,1
9/7/20,10254.93,0,1928.45
9/8/20,10367.74,0,1910.95
9/9/20,10121.52,0,1947.2
9/10/20,10227.83,0,1966.25
9/11/20,10352.66,0,1947.4
9/12/20,10395.44,1
9/13/20,10446.44,1
9/14/20,10330.77,0,1958.7
9/15/20,10674.64,0,1949.35
9/16/20,10785.62,0,1961.8
9/17/20,10948.43,0,1936.25
9/18/20,10943.89,0,1950.85
9/19/20,10931.79,1
9/20/20,11081.43,1
9/21/20,10919.65,0,1909.35
9/22/20,10430.46,0,1906.0
9/23/20,10532.22,0,1873.4
9/24/20,10234.48,0,1861.75
9/25/20,10732.43,0,1859.7
9/26/20,10692.84,1
9/27/20,10732.4,1
9/28/20,10774.24,0,1864.3
9/29/20,10692.33,0,1883.95
9/30/20,10840.8,0,1886.9
10/1/20,10777.92,0,1902.0
10/2/20,10619.24,0,1903.05
10/3/20,10575.06,1
10/4/20,10551.77,1
10/5/20,10673.46,0,1909.6
10/6/20,10788.56,0,1913.4
10/7/20,10603.74,0,1884.5
10/8/20,10670.8,0,1887.45
10/9/20,10923.3,0,1923.25
10/10/20,11063.19,1
10/11/20,11302.67,1
10/12/20,11376.61,0,1925.5
10/13/20,11540.04,0,1891.3
10/14/20,11428.24,0,1910.05
10/15/20,11431.32,0,1891.9
10/16/20,11503.73,0,1905.05
10/17/20,11327.57,1
10/18/20,11366.51,1
10/19/20,11508.2,0,1905.6
10/20/20,11758.16,0,1898.4
10/21/20,11925.46,0,1924.15
10/22/20,12831.56,0,1900.95
10/23/20,12990.25,0,1903.65
10/24/20,12944.52,1
10/25/20,13128.46,1
10/26/20,13036.77,0,1898.45
10/27/20,13076.37,0,1905.7
10/28/20,13651.47,0,1869.95
10/29/20,13289.0,0,1870.3
10/30/20,13458.66,0,1881.85
10/31/20,13564.72,1
11/1/20,13810.32,1
11/2/20,13758.88,0,1889.9
11/3/20,13575.17,0,1908.3
11/4/20,14023.31,0,1900.15
11/5/20,14155.59,0,1938.45
11/6/20,15591.39,0,1940.8
11/7/20,15595.77,1
11/8/20,14839.84,1
11/9/20,15490.6,0,1867.3
11/10/20,15328.53,0,1878.7
11/11/20,15317.04,0,1860.95
11/12/20,15708.65,0,1874.85
11/13/20,16295.57,0,1890.9
11/14/20,16339.33,1
11/15/20,16091.07,1
11/16/20,15968.16,0,1885.6
11/17/20,16725.15,0,1889.05
11/18/20,17679.72,0,1876.1
11/19/20,17798.45,0,1857.35
11/20/20,17820.57,0,1875.7
11/21/20,18687.45,1
11/22/20,18699.75,1
11/23/20,18422.28,0,1840.2
11/24/20,18398.91,0,1799.6
11/25/20,19172.52,0,1810.2
11/26/20,18739.8,0,1807.4
11/27/20,17151.44,0,1779.3
11/28/20,17138.87,1
11/29/20,17732.42,1
11/30/20,18191.6,0,1762.55
12/1/20,19709.73,0,1810.75
12/2/20,18792.52,0,1822.6
12/3/20,19226.97,0,1832.35
12/4/20,19454.54,0,1843.0
12/5/20,18670.49,1
12/6/20,19155.06,1
12/7/20,19377.66,0,1859.95
12/8/20,19181.41,0,1868.15
12/9/20,18318.87,0,1841.75
12/10/20,18554.15,0,1844.35
12/11/20,18247.76,0,1842.0
12/12/20,18029.36,1
12/13/20,18803.44,1
12/14/20,19164.48,0,1831.15
12/15/20,19276.59,0,1850.65
12/16/20,19439.75,0,1851.95
12/17/20,21379.48,0,1890.75
12/18/20,22847.46,0,1879.75
12/19/20,23150.79,1
12/20/20,23869.92,1
12/21/20,23490.58,0,1880.0
12/22/20,22745.48,0,1877.1
12/23/20,23824.99,0,1875.0
12/24/20,23253.37,1
12/25/20,23715.53,1
12/26/20,24693.58,1
12/27/20,26443.21,1
12/28/20,26246.58,1
12/29/20,27036.69,0,1874.3
12/30/20,27376.37,0,1887.6
12/31/20,28856.59,1
1/1/21,28982.56,1
1/2/21,29393.75,1
1/3/21,32195.46,1
1/4/21,33000.78,0,1943.2
1/5/21,32035.03,0,1940.35
1/6/21,34046.67,0,1931.95
1/7/21,36860.41,0,1920.1
1/8/21,39486.04,0,1862.9
1/9/21,40670.25,1
1/10/21,40240.72,1
1/11/21,38240.09,0,1847.25
1/12/21,35544.94,0,1841.25
1/13/21,34011.82,0,1858.85
1/14/21,37393.13,0,1841.75
1/15/21,39158.47,0,1839.0
1/16/21,36828.52,1
1/17/21,36065.2,1
1/18/21,35793.01,0,1833.05
1/19/21,36632.35,0,1834.7
1/20/21,36020.13,0,1856.6
1/21/21,35538.98,0,1862.1
1/22/21,30797.88,0,1852.7
1/23/21,33002.38,1
1/24/21,32099.74,1
1/25/21,32276.84,0,1856.85
1/26/21,32243.26,0,1856.6
1/27/21,32541.8,0,1843.0
1/28/21,30419.17,0,1853.7
1/29/21,33403.17,0,1863.8
1/30/21,34314.26,1
1/31/21,34318.1,1
2/1/21,33136.46,0,1862.95
2/2/21,33522.9,0,1833.1
2/3/21,35529.66,0,1835.45
2/4/21,37676.25,0,1785.9
2/5/21,37002.09,0,1802.95
2/6/21,38278.61,1
2/7/21,39323.26,1
2/8/21,38928.1,0,1835.25
2/9/21,46364.3,0,1839.6
2/10/21,46589.58,0,1842.65
2/11/21,44878.17,0,1840.1
2/12/21,48013.38,0,1816.35
2/13/21,47471.4,1
2/14/21,47185.19,1
2/15/21,48720.37,0,1817.3
2/16/21,47951.85,0,1794.25
2/17/21,49160.1,0,1780.7
2/18/21,52118.23,0,1773.15
2/19/21,51608.15,0,1786.2
2/20/21,55916.5,1
2/21/21,56001.2,1
2/22/21,57487.86,0,1807.45
2/23/21,54123.4,0,1799.65
2/24/21,48880.43,0,1788.0
2/25/21,50624.84,0,1779.65
2/26/21,46800.42,0,1742.85
2/27/21,46340.31,1
2/28/21,46155.87,1
3/1/21,45113.92,0,1734.15
3/2/21,49618.43,0,1723.85
3/3/21,48356.04,0,1711.4
3/4/21,50477.7,0,1712.1
3/5/21,48448.91,0,1696.25
3/6/21,48861.38,1
3/7/21,48881.59,1
3/8/21,51169.7,0,1687.05
3/9/21,52299.33,0,1716.9
3/10/21,54881.52,0,1716.2
3/11/21,55997.23,0,1724.25
3/12/21,57764.0,0,1704.8
3/13/21,57253.28,1
3/14/21,61258.73,1
3/15/21,59133.47,0,1723.65
3/16/21,55754.72,0,1735.0
3/17/21,56872.38,0,1729.65
3/18/21,58913.0,0,1725.9
3/19/21,57665.9,0,1735.2
3/20/21,58075.1,1
3/21/21,58085.8,1
3/22/21,57411.17,0,1736.15
3/23/21,54204.96,0,1726.2
3/24/21,54477.46,0,1730.5
3/25/21,52508.23,0,1737.3
3/26/21,51415.92,0,1731.8
3/27/21,55074.47,1
3/28/21,55863.93,1
3/29/21,55783.71,0,1705.95
3/30/21,57627.67,0,1683.95
3/31/21,58730.13,0,1691.05
4/1/21,58735.25,0,1726.05
4/2/21,58736.92,1
4/3/21,59031.32,1
4/4/21,57076.49,1
4/5/21,58206.55,1
4/6/21,59054.1,0,1744.65
4/7/21,58020.46,0,1738.05
4/8/21,55947.27,0,1755.5
4/9/21,58048.59,0,1741.2
4/10/21,58102.58,1
4/11/21,59774.0,1
4/12/21,59964.87,0,1732.85
4/13/21,59834.74,0,1747.95
4/14/21,63554.44,0,1735.55
4/15/21,62969.12,0,1757.2
4/16/21,63252.63,0,1774.45
4/17/21,61455.98,1
4/18/21,60087.09,1
4/19/21,56251.48,0,1774.5
